edad,trabajo,estudios,estado-civil,trabajo,posicion-familiar,etnia,sexo,ganancias_inversiones,perdidas_inversiones,horas-trabajo_semana,pais-origen,salario
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Mujer, Blanco, Mujer,0,0,20, United-States, <=50K
24, State-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, Marido, Blanco, Hombre,0,0,50, United-States, <=50K
20, ?, Some-college, Never-married, ?, Hijo-unico, Blanco, Hombre,0,0,20, United-States, <=50K
38, Private, Some-college, Divorced, Craft-repair, No-en-familia, Blanco, Hombre,0,1741,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Adm-clerical, Marido, Blanco, Hombre,0,0,35, ?, <=50K
58, Private, HS-grad, Married-civ-spouse, Adm-clerical, Marido, Blanco, Hombre,0,0,45, United-States, >50K
32, Private, HS-grad, Never-married, Other-service, No-en-familia, Blanco, Mujer,0,0,34, United-States, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Marido, Blanco, Hombre,0,1977,60, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Adm-clerical, Marido, Blanco, Hombre,0,0,40, ?, <=50K
41, Private, Prof-school, Married-civ-spouse, Prof-specialty, Mujer, Blanco, Mujer,0,0,40, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Adm-clerical, Mujer, Negro, Mujer,0,0,40, United-States, <=50K
59, Local-gov, 10th, Widowed, Other-service, Soltero-a, Negro, Mujer,0,0,30, United-States, <=50K
19, Local-gov, Some-college, Never-married, Adm-clerical, Hijo-unico, Blanco, Hombre,0,0,40, United-States, <=50K
58, Private, Some-college, Never-married, Transport-moving, No-en-familia, Blanco, Hombre,0,0,20, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Marido, Asiatico-Pacifico-Isleno, Hombre,0,0,40, Cambodia, >50K
20, Private, HS-grad, Never-married, Other-service, Hijo-unico, Blanco, Mujer,0,0,40, United-States, <=50K
32, Private, HS-grad, Separated, Other-service, No-en-familia, Blanco, Mujer,0,0,30, United-States, <=50K
45, Private, Assoc-voc, Widowed, Exec-managerial, No-en-familia, Blanco, Mujer,0,0,45, United-States, <=50K
50, Private, 7th-8th, Divorced, Craft-repair, No-en-familia, Blanco, Hombre,0,0,40, United-States, <=50K
36, Private, Bachelors, Divorced, Prof-specialty, Hijo-unico, Blanco, Mujer,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Marido, Blanco, Hombre,0,0,60, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Hijo-unico, Blanco, Hombre,0,0,12, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Sales, Marido, Blanco, Hombre,4064,0,40, United-States, <=50K
26, Private, 11th, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
37, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Marido, Asiatico-Pacifico-Isleno, Hombre,0,0,75, Thailand, >50K
19, ?, Some-college, Never-married, ?, Hijo-unico, Blanco, Hombre,0,0,24, Canada, <=50K
64, Private, HS-grad, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,40, United-States, >50K
33, Private, Bachelors, Never-married, Prof-specialty, No-en-familia, Blanco, Mujer,0,0,45, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Mujer, Blanco, Mujer,0,0,40, United-States, >50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,40, United-States, >50K
17, Private, 9th, Never-married, Other-service, Hijo-unico, Blanco, Hombre,1055,0,24, United-States, <=50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Marido, Blanco, Hombre,2407,0,98, United-States, <=50K
27, Local-gov, Masters, Never-married, Prof-specialty, Hijo-unico, Blanco, Hombre,0,0,35, United-States, <=50K
30, Private, HS-grad, Divorced, Prof-specialty, Hijo-unico, Blanco, Mujer,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Marido, Negro, Hombre,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,7298,0,40, United-States, >50K
35, Private, Some-college, Never-married, Exec-managerial, No-en-familia, Blanco, Mujer,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Tech-support, Hijo-unico, Blanco, Mujer,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Mujer, Blanco, Mujer,7298,0,48, United-States, >50K
22, Private, Bachelors, Never-married, Prof-specialty, No-en-familia, Blanco, Mujer,0,0,15, Germany, <=50K
42, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,5178,0,40, United-States, >50K
34, Private, Assoc-acdm, Divorced, Sales, Soltero-a, Negro, Mujer,0,0,45, United-States, <=50K
60, Private, Bachelors, Divorced, Prof-specialty, No-en-familia, Blanco, Mujer,0,0,42, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Hijo-unico, Blanco, Hombre,0,0,40, United-States, <=50K
57, Federal-gov, Masters, Married-civ-spouse, Sales, Marido, Blanco, Hombre,15024,0,40, United-States, >50K
41, Private, Prof-school, Married-civ-spouse, Prof-specialty, Marido, Blanco, Hombre,0,0,60, United-States, >50K
50, Private, Some-college, Divorced, Other-service, No-en-familia, Blanco, Hombre,0,0,45, United-States, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, No-en-familia, Blanco, Mujer,0,0,40, United-States, <=50K
50, Private, 7th-8th, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,40, Ecuador, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Marido, Blanco, Hombre,0,0,45, United-States, <=50K
31, Private, HS-grad, Divorced, Prof-specialty, No-en-familia, Blanco, Mujer,0,0,40, United-States, <=50K
29, Local-gov, Bachelors, Never-married, Protective-serv, No-en-familia, Blanco, Hombre,0,0,56, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Hijo-unico, Blanco, Hombre,0,0,45, United-States, <=50K
27, Private, Bachelors, Never-married, Tech-support, Soltero-a, Negro, Mujer,0,0,40, United-States, <=50K
65, Private, HS-grad, Married-civ-spouse, Transport-moving, Marido, Blanco, Hombre,0,0,16, United-States, <=50K
37, Self-emp-inc, Bachelors, Divorced, Sales, No-en-familia, Blanco, Mujer,0,0,60, United-States, <=50K
39, ?, Masters, Married-civ-spouse, ?, Mujer, Asiatico-Pacifico-Isleno, Mujer,3464,0,40, ?, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Hijo-unico, Blanco, Hombre,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Sales, No-en-familia, Blanco, Hombre,0,0,80, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Adm-clerical, Marido, Blanco, Hombre,7688,0,40, United-States, >50K
21, Private, Some-college, Never-married, Other-service, No-en-familia, Asiatico-Pacifico-Isleno, Mujer,0,0,25, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Marido, Blanco, Hombre,0,0,45, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Sales, Marido, Blanco, Hombre,4386,0,40, United-States, >50K
24, Private, Some-college, Married-civ-spouse, Adm-clerical, Mujer, Asiatico-Pacifico-Isleno, Mujer,0,0,40, Laos, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, No-en-familia, Blanco, Mujer,0,0,40, United-States, <=50K
26, Private, Assoc-acdm, Never-married, Tech-support, No-en-familia, Blanco, Hombre,0,0,45, United-States, <=50K
46, Private, Assoc-acdm, Never-married, Prof-specialty, No-en-familia, Blanco, Mujer,0,0,33, United-States, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Marido, Blanco, Hombre,0,0,40, United-States, >50K
41, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Marido, Blanco, Hombre,0,0,54, United-States, >50K
26, Private, Bachelors, Never-married, Sales, No-en-familia, Blanco, Hombre,0,0,40, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Exec-managerial, Marido, Asiatico-Pacifico-Isleno, Hombre,7298,0,35, Taiwan, >50K
19, ?, Some-college, Never-married, ?, Hijo-unico, Negro, Mujer,0,0,25, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, No-en-familia, Negro, Mujer,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Sales, Hijo-unico, Blanco, Hombre,0,0,15, United-States, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, No-en-familia, Blanco, Hombre,0,0,40, United-States, <=50K
77, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
22, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Otro-familiar, Blanco, Mujer,0,0,40, Mexico, <=50K
29, Private, Some-college, Never-married, Tech-support, No-en-familia, Blanco, Mujer,0,0,40, United-States, <=50K
62, Private, HS-grad, Widowed, Other-service, No-en-familia, Blanco, Mujer,0,0,24, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,1485,50, United-States, <=50K
35, Private, HS-grad, Divorced, Transport-moving, No-en-familia, Blanco, Hombre,0,0,45, United-States, <=50K
29, Private, 11th, Never-married, Exec-managerial, No-en-familia, Blanco, Mujer,0,0,40, United-States, <=50K
76, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,10, United-States, <=50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Marido, Blanco, Hombre,0,0,45, United-States, <=50K
23, ?, Assoc-voc, Never-married, ?, Hijo-unico, Negro, Mujer,0,0,15, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Mujer, Blanco, Mujer,0,1887,50, United-States, >50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
66, Private, HS-grad, Never-married, Transport-moving, No-en-familia, Blanco, Hombre,2050,0,55, United-States, <=50K
41, Private, Some-college, Never-married, Craft-repair, No-en-familia, Negro, Hombre,0,0,45, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, No-en-familia, Blanco, Hombre,0,0,40, United-States, <=50K
47, Private, Assoc-voc, Never-married, Other-service, No-en-familia, Blanco, Hombre,0,0,40, United-States, <=50K
55, Local-gov, 10th, Married-civ-spouse, Adm-clerical, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Transport-moving, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
17, Private, 5th-6th, Never-married, Other-service, Otro-familiar, Blanco, Hombre,0,0,48, Mexico, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Otro-familiar, Blanco, Hombre,0,0,40, United-States, <=50K
49, Private, Masters, Never-married, Prof-specialty, No-en-familia, Blanco, Hombre,0,0,60, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Soltero-a, Negro, Hombre,0,0,30, Haiti, <=50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Marido, Negro, Hombre,0,0,40, United-States, <=50K
26, Private, Assoc-acdm, Never-married, Sales, No-en-familia, Blanco, Hombre,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,7298,0,40, United-States, >50K
36, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Marido, Blanco, Hombre,7298,0,40, United-States, >50K
33, Private, HS-grad, Never-married, Farming-fishing, No-en-familia, Blanco, Hombre,0,0,20, United-States, <=50K
22, State-gov, Some-college, Never-married, Protective-serv, Hijo-unico, Negro, Mujer,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Never-married, Sales, No-en-familia, Blanco, Hombre,0,0,42, United-States, <=50K
67, ?, 11th, Married-civ-spouse, ?, Marido, Blanco, Hombre,0,0,8, United-States, <=50K
30, ?, Assoc-voc, Divorced, ?, Soltero-a, Blanco, Mujer,0,0,40, United-States, <=50K
56, Private, Assoc-acdm, Married-spouse-absent, Other-service, No-en-familia, Blanco, Hombre,0,0,25, Iran, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Hijo-unico, Blanco, Hombre,0,0,25, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,40, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Other-service, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,40, United-States, >50K
46, Local-gov, 11th, Married-civ-spouse, Transport-moving, Marido, Blanco, Hombre,0,0,30, United-States, <=50K
59, ?, Bachelors, Married-civ-spouse, ?, Marido, Blanco, Hombre,0,0,40, United-States, >50K
38, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Marido, Blanco, Hombre,0,0,40, United-States, >50K
65, Private, 11th, Widowed, Other-service, Soltero-a, Otro, Hombre,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Tech-support, Marido, Blanco, Hombre,0,0,40, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Mujer, Blanco, Mujer,0,0,35, United-States, <=50K
26, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,40, Portugal, <=50K
36, Private, 10th, Married-civ-spouse, Other-service, Mujer, Blanco, Mujer,0,0,24, United-States, <=50K
62, Private, Masters, Married-civ-spouse, Prof-specialty, Marido, Blanco, Hombre,0,0,40, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Marido, Blanco, Hombre,0,0,45, United-States, <=50K
43, Private, Bachelors, Divorced, Exec-managerial, No-en-familia, Blanco, Hombre,0,1564,45, United-States, >50K
22, Private, HS-grad, Married-spouse-absent, Sales, No-en-familia, Blanco, Hombre,0,0,55, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Marido, Blanco, Hombre,0,0,45, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Sales, No-en-familia, Blanco, Mujer,0,0,15, United-States, <=50K
57, Private, Bachelors, Divorced, Exec-managerial, No-en-familia, Blanco, Mujer,0,0,45, United-States, >50K
39, Private, HS-grad, Divorced, Sales, Soltero-a, Blanco, Mujer,0,0,40, United-States, <=50K
26, Federal-gov, Some-college, Never-married, Adm-clerical, Soltero-a, Blanco, Mujer,0,0,15, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Hijo-unico, Blanco, Hombre,0,0,10, United-States, <=50K
40, State-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Marido, Blanco, Hombre,0,0,38, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Marido, Negro, Hombre,0,0,40, United-States, <=50K
44, Private, HS-grad, Never-married, Craft-repair, No-en-familia, Negro, Hombre,0,0,40, United-States, <=50K
20, Local-gov, Some-college, Never-married, Adm-clerical, Hijo-unico, Blanco, Mujer,0,0,10, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Mujer, Blanco, Mujer,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, No-en-familia, Blanco, Hombre,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Masters, Divorced, Exec-managerial, No-en-familia, Blanco, Hombre,0,0,30, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Marido, Blanco, Hombre,0,0,50, United-States, <=50K
54, Private, HS-grad, Divorced, Transport-moving, No-en-familia, Blanco, Hombre,0,0,40, United-States, <=50K
46, Private, 5th-6th, Divorced, Craft-repair, No-en-familia, Blanco, Mujer,0,2339,45, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
46, Private, Some-college, Divorced, Sales, No-en-familia, Blanco, Mujer,0,0,40, United-States, <=50K
36, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Mujer, Blanco, Mujer,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, No-en-familia, Blanco, Mujer,0,0,25, United-States, <=50K
29, Private, HS-grad, Separated, Machine-op-inspct, No-en-familia, Blanco, Hombre,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Adm-clerical, Mujer, Blanco, Mujer,0,2415,6, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Hijo-unico, Blanco, Mujer,0,0,16, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Otro-familiar, Blanco, Mujer,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Mujer, Blanco, Mujer,0,0,40, United-States, >50K
27, Private, Bachelors, Never-married, Craft-repair, No-en-familia, Blanco, Hombre,0,0,50, United-States, <=50K
46, Self-emp-not-inc, Assoc-acdm, Separated, Craft-repair, No-en-familia, Blanco, Hombre,0,0,40, United-States, <=50K
34, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,7688,0,45, ?, >50K
34, Private, HS-grad, Never-married, Other-service, No-en-familia, Blanco, Mujer,0,0,35, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Tech-support, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
45, Private, Some-college, Divorced, Handlers-cleaners, Soltero-a, Blanco, Mujer,0,0,40, United-States, <=50K
20, ?, HS-grad, Never-married, ?, Otro-familiar, Blanco, Mujer,0,0,35, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,55, United-States, >50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,0,50, United-States, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Hijo-unico, Blanco, Hombre,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Other-service, No-en-familia, Blanco, Mujer,0,0,40, United-States, <=50K
50, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Marido, Blanco, Hombre,0,0,40, United-States, >50K
34, Private, Assoc-voc, Divorced, Tech-support, No-en-familia, Blanco, Mujer,0,0,64, United-States, <=50K
28, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Marido, Otro, Hombre,0,2179,40, Puerto-Rico, <=50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Marido, Blanco, Hombre,0,1977,65, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Marido, Blanco, Hombre,0,0,40, United-States, <=50K
